symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks
ASHIANA,Ashiana Housing Limited,NSE,ASHIANA.NS,385.95,57.0,22.4,0.925,1.87,-4.94,3.17,3.89,9,True,111111111
ATHERENERG,Ather Energy Limited,NSE,ATHERENERG.NS,1138.8,70.8,44.1,13.115,2.78,-3.18,409.37,3.95,8,False,110111111
AUBANK,AU Small Finance Bank Limited,NSE,AUBANK.NS,1056.5,60.8,25.8,2.665,5.28,-2.14,196.32,2.45,7,True,111110110
ATALREAL,Atal Realtech Limited,NSE,ATALREAL.NS,28.55,46.5,18.1,-0.308,1.38,-10.78,17.59,5.21,6,True,001011111
ATULAUTO,Atul Auto Limited,NSE,ATULAUTO.NS,495.4,64.3,26.3,3.665,1.99,-10.58,19.13,3.09,9,True,111111111
AUROPHARMA,Aurobindo Pharma Limited,NSE,AUROPHARMA.NS,1556.6,63.2,25.8,8.395,3.44,-2.03,198.84,2.23,7,True,111110110
ASHOKLEY,Ashok Leyland Limited,NSE,ASHOKLEY.NS,164.24,59.7,14.1,1.346,2.39,-23.76,407.75,2.94,7,True,110111011
AURUM,Aurum PropTech Limited,NSE,AURUM.NS,231.32,85.2,39.3,3.084,2.5,-1.48,3.35,3.65,6,False,010111110
ASIANPAINT,Asian Paints Limited,NSE,ASIANPAINT.NS,2745.9,61.7,31.5,-5.141,3.89,-8.03,323.16,1.97,7,True,100111111
ATGL,Adani Total Gas Limited,NSE,ATGL.NS,739.55,58.1,26.9,-2.03,0.51,-13.99,486.83,3.68,7,True,101011111
EDELWEISS,Edelweiss Financial Services Limited,NSE,EDELWEISS.NS,124.74,59.3,23.5,0.327,0.81,-6.84,59.04,3.68,7,True,111010111
ASTERDM,Aster DM Healthcare Limited,NSE,ASTERDM.NS,791.8,57.4,19.7,-2.065,1.08,-5.34,71.31,3.26,6,True,101010111
IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE,IOLCP.NS,147.4,71.0,40.8,0.916,2.38,-1.67,53.54,4.53,7,False,110111110
INTERARCH,Interarch Building Solutions Limited,NSE,INTERARCH.NS,1912.4,57.0,14.4,12.188,0.43,-30.78,17.78,3.07,6,True,110011101
INOXGREEN,Inox Green Energy Services Limited,NSE,INOXGREEN.NS,198.57,60.2,36.4,0.088,1.24,-28.83,31.83,3.83,7,True,110011111
IPCALAB,IPCA Laboratories Limited,NSE,IPCALAB.NS,1708.2,68.7,26.5,12.247,3.34,-3.31,43.74,3.01,9,True,111111111
INDUSINDBK,IndusInd Bank Limited,NSE,INDUSINDBK.NS,936.8,55.9,18.9,0.59,1.53,-3.31,199.46,2.23,8,True,111110111
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE,INDSWFTLAB.NS,204.62,79.2,50.0,1.814,1.68,-3.02,18.57,4.14,7,False,010111111
INNOVACAP,Innova Captab Limited,NSE,INNOVACAP.NS,976.2,65.8,39.4,0.344,1.05,-5.36,7.99,4.04,6,False,110010111
IONEXCHANG,ION Exchange (India) Limited,NSE,IONEXCHANG.NS,416.2,66.3,29.9,5.749,4.39,-28.33,18.49,3.52,9,True,111111111
JGCHEM,J.G.Chemicals Limited,NSE,JGCHEM.NS,424.5,51.5,25.1,-2.027,0.64,-23.92,4.0,3.49,6,True,001011111
JASH,Jash Engineering Limited,NSE,JASH.NS,499.65,55.4,30.9,-2.762,5.42,-19.79,10.13,5.09,6,True,100110111
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,NSE,JAGSNPHARM.NS,236.63,70.1,33.2,2.135,29.95,-21.55,7.81,4.39,8,True,110111111
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,NSE,JBCHEPHARM.NS,2309.9,69.3,26.2,7.431,3.18,-0.95,62.56,2.26,8,True,111111110
JAMNAAUTO,Jamna Auto Industries Limited,NSE,JAMNAAUTO.NS,137.1,65.9,24.9,0.601,1.04,-10.16,27.98,3.01,8,True,111011111
IREDA,Indian Renewable Energy Development Agency Limited,NSE,IREDA.NS,128.42,53.9,19.0,0.398,0.91,-25.03,87.11,2.22,6,True,011011101
JAYBARMARU,Jay Bharat Maruti Limited,NSE,JAYBARMARU.NS,172.07,71.4,55.3,-0.712,0.67,-3.81,21.63,4.86,6,False,100011111
JBMA,JBM Auto Limited,NSE,JBMA.NS,707.05,58.5,18.3,-1.806,0.58,-10.5,113.81,3.23,6,True,101010111
IVALUE,Ivalue Infosolutions Limited,NSE,IVALUE.NS,278.5,63.6,35.7,1.346,24.35,-18.09,11.39,4.64,6,False,110110101
IXIGO,Le Travenues Technology Limited,NSE,IXIGO.NS,218.41,75.3,34.2,3.465,3.97,-35.6,34.25,3.92,6,True,010111110
IRMENERGY,IRM Energy Limited,NSE,IRMENERGY.NS,275.6,54.2,19.3,0.739,0.04,-29.87,209.14,4.59,7,True,011011111
ITCHOTELS,ITC Hotels Limited,NSE,ITCHOTELS.NS,177.54,67.5,40.3,1.291,1.2,-32.14,57.89,2.69,6,True,110011101
IBULLSLTD,Indiabulls Limited,NSE,IBULLSLTD.NS,28.0,72.5,39.8,0.045,1.09,-2.27,20.55,4.44,6,False,110011110
INGERRAND,Ingersoll Rand (India) Limited,NSE,INGERRAND.NS,4442.3,53.6,28.3,3.086,0.86,-6.6,12.11,3.07,6,True,011010111
ICICIAMC,ICICI Prudential Asset Management Company Limited,NSE,ICICIAMC.NS,3377.1,55.3,20.4,1.88,1.21,-6.48,144.79,2.91,6,False,111010101
ICICIBANK,ICICI Bank Limited,NSE,ICICIBANK.NS,1397.4,70.4,32.5,4.073,1.18,-6.84,2013.29,1.71,7,True,110011111
INDOSTAR,IndoStar Capital Finance Limited,NSE,INDOSTAR.NS,261.0,64.6,31.1,0.071,1.1,-28.31,3.83,4.41,7,True,110011111
ICIL,Indo Count Industries Limited,NSE,ICIL.NS,435.9,74.1,47.9,3.932,1.27,-2.46,38.85,4.33,6,False,110011110
IDFCFIRSTB,IDFC First Bank Limited,NSE,IDFCFIRSTB.NS,78.97,63.9,41.9,-0.15,2.29,-9.23,184.62,2.04,6,True,100110111
INDOTECH,Indo Tech Transformers Limited,NSE,INDOTECH.NS,3220.0,73.5,31.4,49.206,3.32,-2.42,16.64,4.14,7,False,110111110
HONAUT,Honeywell Automation India Limited,NSE,HONAUT.NS,39550.0,71.4,46.4,61.237,0.63,-4.58,39.1,2.54,7,True,110011111
IDEA,Vodafone Idea Limited,NSE,IDEA.NS,14.42,54.8,27.5,-0.127,1.91,-6.0,725.74,3.17,7,False,001111111
HOMEFIRST,Home First Finance Company India Limited,NSE,HOMEFIRST.NS,1200.7,61.7,21.1,8.04,3.44,-20.95,24.72,3.58,9,True,111111111
ICRA,ICRA Limited,NSE,ICRA.NS,5323.5,55.2,21.8,18.922,3.04,-25.34,4.46,2.52,6,True,111101001
HNDFDS,Hindustan Foods Limited,NSE,HNDFDS.NS,558.15,58.4,29.0,0.365,1.05,-4.57,3.62,2.88,8,True,111011111
HUHTAMAKI,Huhtamaki India Limited,NSE,HUHTAMAKI.NS,210.08,76.4,37.5,2.977,4.24,-22.95,3.17,3.35,7,True,010111111
HONASA,Honasa Consumer Limited,NSE,HONASA.NS,469.1,79.3,37.0,4.21,2.54,-0.9,120.22,3.45,6,False,010111110
INDIAGLYCO,India Glycols Limited,NSE,INDIAGLYCO.NS,1034.55,64.8,14.3,9.306,2.31,-15.34,12.26,3.02,8,True,110111111
INDIANHUME,Indian Hume Pipe Company Limited,NSE,INDIANHUME.NS,331.7,59.0,26.0,2.623,1.45,-30.75,6.52,3.66,6,True,111011001
INDIGO,InterGlobe Aviation Limited,NSE,INDIGO.NS,5410.0,72.5,32.8,38.123,2.36,-13.2,568.64,2.27,8,True,110111111
INDIGOPNTS,Indigo Paints Limited,NSE,INDIGOPNTS.NS,1086.7,70.2,35.7,2.455,2.88,-19.26,11.84,3.26,8,True,110111111
INDHOTEL,The Indian Hotels Company Limited,NSE,INDHOTEL.NS,717.4,61.7,20.6,-0.365,2.22,-11.64,159.19,1.95,7,True,101110111
INDIQUBE,Indiqube Spaces Limited,NSE,INDIQUBE.NS,168.93,54.6,22.9,0.495,1.66,-30.71,2.49,4.27,6,True,011110101
INDOBORAX,Indo Borax & Chemicals Limited,NSE,INDOBORAX.NS,379.75,64.8,64.7,-2.251,0.38,-10.25,8.47,4.28,6,False,100011111
IGARASHI,Igarashi Motors India Limited,NSE,IGARASHI.NS,480.95,70.7,41.9,5.18,0.42,-27.68,18.34,4.3,7,True,110011111
INDNIPPON,India Nippon Electricals Limited,NSE,INDNIPPON.NS,994.0,69.6,46.6,4.364,1.6,-9.63,5.03,3.57,8,True,110111111
INDOCO,Indoco Remedies Limited,NSE,INDOCO.NS,240.92,61.1,33.1,0.326,1.36,-31.13,11.16,4.58,7,True,110011111
INDOFARM,Indo Farm Equipment Limited,NSE,INDOFARM.NS,144.68,56.3,26.0,0.742,1.37,-46.75,3.18,4.78,6,True,111011100
IKIO,IKIO Technologies Limited,NSE,IKIO.NS,169.5,64.4,14.3,-0.009,4.25,-32.98,11.75,4.08,7,True,100111111
IMAGICAA,Imagicaaworld Entertainment Limited,NSE,IMAGICAA.NS,47.8,56.6,25.5,0.349,2.41,-32.49,4.29,4.84,8,True,111111101
KIRLOSBROS,Kirloskar Brothers Limited,NSE,KIRLOSBROS.NS,1940.0,57.4,35.9,1.494,2.51,-19.83,36.93,4.43,8,True,110111111
IKS,Inventurus Knowledge Solutions Limited,NSE,IKS.NS,1840.9,72.2,34.9,11.429,4.77,-1.08,51.74,2.83,7,True,110111110
KIRLOSENG,Kirloskar Oil Engines Limited,NSE,KIRLOSENG.NS,2322.1,63.6,45.2,6.825,1.35,-14.63,172.15,4.85,7,False,110011111
KIRLOSIND,Kirloskar Industries Limited,NSE,KIRLOSIND.NS,4042.0,65.1,43.7,21.148,0.57,-14.47,14.1,4.94,6,True,110010111
KMEW,Knowledge Marine & Engineering Works Limited,NSE,KMEW.NS,2154.2,53.6,19.1,3.773,0.77,-10.57,33.29,5.43,6,False,011010111
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,KIRLPNU.NS,1893.2,58.5,36.8,1.229,1.06,-13.83,47.16,4.77,7,False,110011111
KIMS,Krishna Institute of Medical Sciences Limited,NSE,KIMS.NS,839.5,68.5,31.8,2.219,2.05,-0.77,46.73,2.72,7,True,110111110
KRYSTAL,Krystal Integrated Services Limited,NSE,KRYSTAL.NS,601.75,59.8,53.4,0.973,0.19,-17.51,5.54,2.04,6,True,110010111
KSCL,Kaveri Seed Company Limited,NSE,KSCL.NS,895.0,49.5,24.0,1.771,0.28,-26.94,22.46,3.11,6,True,011011101
KILITCH,Kilitch Drugs (India) Limited,NSE,KILITCH.NS,198.28,61.6,31.6,0.737,1.67,-20.69,2.65,5.09,8,True,110111111
KSL,Kalyani Steels Limited,NSE,KSL.NS,872.9,63.8,14.5,6.264,2.51,-11.28,4.12,3.32,8,True,110111111
KSHINTL,KSH International Limited,NSE,KSHINTL.NS,853.95,58.9,22.5,-7.925,0.51,-6.05,37.72,4.79,6,False,101011101
KSB,Ksb Limited,NSE,KSB.NS,945.0,67.0,34.9,9.287,0.54,-8.1,18.74,2.96,7,True,110011111
KTKBANK,The Karnataka Bank Limited,NSE,KTKBANK.NS,268.5,50.6,20.4,-0.737,0.84,-5.11,68.15,2.96,6,True,001011111
KOTYARK,Kotyark Industries Limited,NSE,KOTYARK.NS,37.05,44.0,19.7,0.001,0.18,-18.57,2.39,5.13,6,True,011001111
KRISHNADEF,Krishna Defence And Allied Industries Limited,NSE,KRISHNADEF.NS,1224.2,50.0,22.5,-15.191,8.54,-12.56,21.91,5.5,6,False,001110111
KRBL,KRBL Limited,NSE,KRBL.NS,379.85,55.7,20.2,-0.699,0.54,-23.26,17.46,3.04,6,True,101010111
KRISHANA,Krishana Phoschem Limited,NSE,KRISHANA.NS,710.0,57.9,25.3,0.175,2.26,-5.15,22.4,3.82,9,False,111111111
KPIL,Kalpataru Projects International Limited,NSE,KPIL.NS,1368.0,55.5,36.1,-4.819,2.33,-7.54,34.77,3.21,6,True,100110111
KDDL,KDDL Limited,NSE,KDDL.NS,3264.8,65.8,51.4,12.953,0.99,-4.43,16.02,4.17,7,False,110011111
JSFB,Jana Small Finance Bank Limited,NSE,JSFB.NS,473.5,54.6,12.1,0.017,1.66,-7.88,31.57,3.39,7,True,010111111
JSWCEMENT,JSW Cement Limited,NSE,JSWCEMENT.NS,135.91,63.2,29.1,0.561,0.5,-16.18,73.72,2.45,7,True,111010111
JSWINFRA,JSW Infrastructure Limited,NSE,JSWINFRA.NS,329.5,67.8,33.2,1.75,2.14,-5.59,107.4,3.19,8,True,110111111
JSWDULUX,JSW Dulux Limited,NSE,JSWDULUX.NS,3273.1,60.9,47.6,-4.954,2.57,-16.41,9.54,3.06,7,True,100111111
JINDALSAW,Jindal Saw Limited,NSE,JINDALSAW.NS,261.7,60.8,17.6,0.105,0.63,-3.04,58.5,3.49,7,False,110011111
JLHL,Jupiter Life Line Hospitals Limited,NSE,JLHL.NS,1459.2,81.7,24.0,10.763,2.61,-10.2,6.79,2.55,8,True,011111111
JISLJALEQS,Jain Irrigation Systems Limited,NSE,JISLJALEQS.NS,35.07,61.3,26.4,0.169,0.59,-41.31,14.17,3.73,6,True,111011100
JNKINDIA,JNK India Limited,NSE,JNKINDIA.NS,478.5,56.8,36.9,-3.902,0.46,-7.8,62.45,5.55,6,False,100011111
JKCEMENT,JK Cement Limited,NSE,JKCEMENT.NS,5485.0,56.4,16.1,29.43,3.75,-27.5,41.46,3.25,6,True,110110101
JTLIND,JTL INDUSTRIES LIMITED,NSE,JTLIND.NS,79.77,60.2,19.4,0.306,0.98,-7.23,28.53,4.82,8,True,111011111
JTEKTINDIA,Jtekt India Limited,NSE,JTEKTINDIA.NS,153.67,76.5,27.4,2.196,32.71,-18.48,12.73,4.14,8,True,011111111
KAMDHENU,Kamdhenu Limited,NSE,KAMDHENU.NS,31.36,69.2,20.9,0.07,0.97,-9.76,4.46,4.36,8,False,111011111
JUBLINGREA,Jubilant Ingrevia Limited,NSE,JUBLINGREA.NS,658.9,55.6,17.0,3.644,2.33,-22.65,17.56,3.06,6,True,110111001
KARURVYSYA,Karur Vysya Bank Limited,NSE,KARURVYSYA.NS,295.8,53.4,11.6,0.778,2.74,-13.87,82.43,2.8,6,True,010101111
KCP,KCP Limited,NSE,KCP.NS,168.88,52.4,25.3,0.114,0.59,-26.36,2.67,3.27,6,True,011011101
JUBLPHARMA,Jubilant Pharmova Limited,NSE,JUBLPHARMA.NS,975.6,51.8,18.4,-0.237,1.69,-21.83,11.16,2.57,6,True,001111101
JYOTICNC,Jyoti CNC Automation Limited,NSE,JYOTICNC.NS,775.3,65.0,40.2,9.033,1.01,-28.48,101.01,3.6,6,True,110011101
KAJARIACER,Kajaria Ceramics Limited,NSE,KAJARIACER.NS,1200.0,67.3,37.6,4.409,1.35,-9.22,33.94,2.51,7,True,110011111
KPRMILL,K.P.R. Mill Limited,NSE,KPRMILL.NS,1173.7,60.5,46.1,2.009,1.56,-12.02,86.58,5.01,8,True,110111111
FUSION,Fusion Finance Limited,NSE,FUSION.NS,215.6,72.6,23.0,3.939,8.49,-4.08,14.17,4.33,9,False,111111111
FOSECOIND,Foseco India Limited,NSE,FOSECOIND.NS,5236.5,55.7,33.5,12.434,1.29,-23.51,3.71,3.28,7,True,110011111
GALAPREC,Gala Precision Engineering Limited,NSE,GALAPREC.NS,1137.9,66.2,50.9,3.755,1.06,-5.1,9.02,4.95,7,False,110011111
FORTIS,Fortis Healthcare Limited,NSE,FORTIS.NS,975.9,56.2,13.2,-1.987,5.34,-11.63,137.77,2.27,6,True,100110111
GAEL,Gujarat Ambuja Exports Limited,NSE,GAEL.NS,163.69,57.9,25.6,0.509,2.39,-8.0,14.4,3.02,9,True,111111111
GABRIEL,Gabriel India Limited,NSE,GABRIEL.NS,1232.4,61.3,34.2,6.78,1.9,-11.21,48.87,3.68,8,True,110111111
FLUOROCHEM,Gujarat Fluorochemicals Limited,NSE,FLUOROCHEM.NS,3950.0,67.1,23.0,14.051,1.61,-2.18,43.64,2.72,8,True,111111110
FILATEX,Filatex India Limited,NSE,FILATEX.NS,52.12,56.6,27.9,-0.482,0.4,-21.15,5.66,3.31,6,True,101010111
FEDERALBNK,The Federal Bank  Limited,NSE,FEDERALBNK.NS,330.05,71.7,41.3,0.159,1.22,-0.69,379.73,1.78,6,False,110011110
FIVESTAR,Five-Star Business Finance Limited,NSE,FIVESTAR.NS,541.5,72.1,27.3,4.73,1.6,-31.84,66.44,3.65,9,True,111111111
FINEORG,Fine Organic Industries Limited,NSE,FINEORG.NS,5167.5,59.0,31.0,10.653,2.27,-5.94,6.45,3.34,7,True,110110111
FISCHER,Fischer Medical Ventures Limited,NSE,FISCHER.NS,38.96,57.9,19.1,0.686,6.99,-68.76,5.26,5.26,7,True,111111100
FINCABLES,Finolex Cables Limited,NSE,FINCABLES.NS,1136.7,55.3,23.3,2.169,2.0,-5.58,67.19,4.33,9,False,111111111
