symbol,name,exchange,yahoo_ticker,series_or_group,isin,bse_sector,bse_mktcap_cr,isin_norm
513709,Shilp Gravures Ltd-$,BSE,513709.BO,X,INE960A01017,None,90.49,INE960A01017
513511,Panchmahal Steel Ltd,BSE,513511.BO,X,INE798F01010,None,575.97,INE798F01010
513513,Aditya Ispat Ltd,BSE,513513.BO,X,INE570B01012,None,4.82,INE570B01012
513544,Mardia Samyoung Capillary Tubes Company Ltd,BSE,513544.BO,X,INE277E01026,None,34.91,INE277E01026
513548,Sharda Ispat Ltd,BSE,513548.BO,X,INE385M01012,None,88.89,INE385M01012
513566,Nova Iron & Steel Ltd,BSE,513566.BO,X,INE608C01026,None,43.37,INE608C01026
513642,Axel Polymers Ltd,BSE,513642.BO,X,INE197C01012,None,50.56,INE197C01012
513699,Solid Stone Company Ltd,BSE,513699.BO,X,INE584G01012,None,14.2,INE584G01012
513713,White Organic Agro Ltd,BSE,513713.BO,X,INE146C01019,None,13.48,INE146C01019
514171,Ceeta Industries Ltd,BSE,514171.BO,X,INE760J01012,None,58.29,INE760J01012
514010,Rudra Ecovation Ltd,BSE,514010.BO,X,INE723D01021,None,257.75,INE723D01021
514028,Rajkamal Synthetics Ltd,BSE,514028.BO,X,INE376L01013,None,22.28,INE376L01013
514030,Deepak Spinners Ltd-$,BSE,514030.BO,X,INE272C01013,None,80.7,INE272C01013
514060,Newtrac Foods & Beverages Ltd,BSE,514060.BO,X,INE229N01010,None,29.03,INE229N01010
514087,PBM Polytex Ltd-$,BSE,514087.BO,X,INE501F01018,None,39.89,INE501F01018
514165,Indian Acrylics Ltd,BSE,514165.BO,X,INE862B01013,None,78.76,INE862B01013
514454,Southern Latex Ltd,BSE,514454.BO,X,INE410M01018,None,20.66,INE410M01018
514470,Winsome Textile Industries Ltd-$,BSE,514470.BO,B,INE837B01031,None,177.98,INE837B01031
517336,Modern Malleables Ltd,BSE,517336.BO,P,INE834C01028,None,886.17,INE834C01028
517201,Switching Technologies Gunther Ltd,BSE,517201.BO,X,INE311D01017,None,22.03,INE311D01017
517236,Calcom Vision Ltd,BSE,517236.BO,X,INE216C01010,None,110.71,INE216C01010
517238,Dynavision Ltd,BSE,517238.BO,X,INE083E01010,None,69.93,INE083E01010
517258,Precision Electronics Ltd,BSE,517258.BO,X,INE143C01024,None,217.42,INE143C01024
517264,Fine Line Circuits Ltd,BSE,517264.BO,X,INE087E01011,None,31.14,INE087E01011
517288,Gujarat Poly Electronics Ltd,BSE,517288.BO,X,INE541F01022,None,49.13,INE541F01022
517356,ACI Infocom Ltd,BSE,517356.BO,X,INE167B01025,None,13.15,INE167B01025
517360,SBEC Systems India Ltd,BSE,517360.BO,X,INE689V01018,None,20.51,INE689V01018
517370,Incap Ltd,BSE,517370.BO,X,INE437C01012,None,38.12,INE437C01012
517372,Gujarat Intrux Ltd-$,BSE,517372.BO,X,INE877E01015,None,147.79,INE877E01015
517397,Pan Electronics India Ltd,BSE,517397.BO,X,INE648E01010,None,10.4,INE648E01010
517415,Lee & Nee Softwares Exports Ltd,BSE,517415.BO,X,INE791B01014,None,40.88,INE791B01014
517431,Narmada Macplast Drip Irrigation Systems Ltd,BSE,517431.BO,X,INE060D01028,None,75.0,INE060D01028
517437,Dutron Polymers Ltd-$,BSE,517437.BO,X,INE940C01015,None,60.6,INE940C01015
517166,SPEL Semiconductor Ltd,BSE,517166.BO,X,INE252A01019,None,711.13,INE252A01019
517119,PCS Technology Ltd,BSE,517119.BO,X,INE834B01012,None,41.23,INE834B01012
515043,Saint Gobain Sekurit India Ltd,BSE,515043.BO,B,INE068B01017,None,1173.44,INE068B01017
515059,Madhusudan Industries Ltd,BSE,515059.BO,X,INE469C01023,None,21.37,INE469C01023
515085,Restile Ceramics Ltd,BSE,515085.BO,X,INE298E01022,None,74.0,INE298E01022
516003,Duroply Industries Ltd,BSE,516003.BO,X,INE932D01010,None,140.87,INE932D01010
516020,Agio Paper & Industries Ltd-$,BSE,516020.BO,X,INE112C01011,None,6.68,INE112C01011
516032,Tahmar Enterprises Ltd,BSE,516032.BO,X,INE385D01029,None,102.35,INE385D01029
516038,KS Smart Technologies Ltd,BSE,516038.BO,X,INE737E01011,None,1933.64,INE737E01011
517077,Ind Agiv Commerce Ltd,BSE,517077.BO,X,INE115E01010,None,16.66,INE115E01010
516078,Jumbo Bag Ltd,BSE,516078.BO,X,INE699D01015,None,46.57,INE699D01015
516096,Sangal Papers Ltd,BSE,516096.BO,X,INE384D01022,None,20.77,INE384D01022
516098,Ventura Textiles Ltd,BSE,516098.BO,X,INE810C01044,None,17.59,INE810C01044
516106,Shree Karthik Papers Ltd,BSE,516106.BO,X,INE538D01015,None,12.42,INE538D01015
516108,South India Paper Mills Ltd,BSE,516108.BO,X,INE088G01014,None,176.25,INE088G01014
516110,Family Care Hospitals Ltd,BSE,516110.BO,X,INE146N01016,None,17.39,INE146N01016
517035,RIR Power Electronics Ltd,BSE,517035.BO,B,INE302D01024,None,1347.16,INE302D01024
517044,International Data Management Ltd,BSE,517044.BO,X,INE649R01010,None,6.5,INE649R01010
517063,Jetking Infotrain Ltd,BSE,517063.BO,X,INE919C01019,None,62.29,INE919C01019
507962,Fynx Capital Ltd,BSE,507962.BO,X,INE455H01021,None,90.0,INE455H01021
507960,Gujarat Hotels Ltd,BSE,507960.BO,X,INE621C01011,None,69.52,INE621C01011
507948,Key Corporation Ltd,BSE,507948.BO,X,INE130F01016,None,39.5,INE130F01016
500388,Shree Krishna Paper Mills & Industries Ltd,BSE,500388.BO,X,INE970C01012,None,147.42,INE970C01012
500370,Salora International Ltd,BSE,500370.BO,X,INE924A01013,None,24.11,INE924A01013
500449,Hindustan Organic Chemicals Ltd,BSE,500449.BO,T,INE048A01011,None,259.76,INE048A01011
500360,Rapicut Carbides Ltd,BSE,500360.BO,X,INE350D01015,None,104.74,INE350D01015
500421,TPI India Ltd,BSE,500421.BO,X,INE578C01021,None,61.27,INE578C01021
500426,UTL Industries Ltd,BSE,500426.BO,X,INE184E01024,None,5.64,INE184E01024
500346,Punjab Communications Ltd-$,BSE,500346.BO,B,INE609A01010,None,59.81,INE609A01010
500285,Spicejet Ltd,BSE,500285.BO,A,INE285B01017,None,1851.16,INE285B01017
500298,Naperol Investments Ltd,BSE,500298.BO,X,INE585A01020,None,356.8,INE585A01020
500319,Indian Sucrose Ltd,BSE,500319.BO,X,INE557C01017,None,137.05,INE557C01017
501477,Muller & Phipps India Ltd,BSE,501477.BO,X,INE003F01015,None,12.49,INE003F01015
500458,Team24 Consumer Products Ltd,BSE,500458.BO,X,INE601A01017,None,74.41,INE601A01017
501314,Prismx Global Ventures Ltd,BSE,501314.BO,X,INE286N01028,None,27.22,INE286N01028
501370,Walchand Peoplefirst Ltd,BSE,501370.BO,X,INE695D01021,None,41.19,INE695D01021
501391,WH Brady & Company Ltd,BSE,501391.BO,X,INE855A01019,None,135.15,INE855A01019
501430,Bombay Cycle & Motor Agency Ltd,BSE,501430.BO,X,INE691K01017,None,64.2,INE691K01017
500277,Mid India Industries Ltd,BSE,500277.BO,X,INE401C01018,None,10.04,INE401C01018
500142,FGP Ltd,BSE,500142.BO,X,INE512A01016,None,14.39,INE512A01016
500012,Andhra Petrochemicals Ltd,BSE,500012.BO,X,INE714B01016,None,458.51,INE714B01016
500014,Utique Enterprises Ltd,BSE,500014.BO,X,INE096A01010,None,22.1,INE096A01010
500016,Aruna Hotels Ltd,BSE,500016.BO,X,INE957C01019,None,25.87,INE957C01019
500028,ATV Projects India Ltd,BSE,500028.BO,X,INE447A01015,None,149.58,INE447A01015
500058,Bihar Sponge Iron Ltd,BSE,500058.BO,X,INE819C01011,None,110.77,INE819C01011
500069,Quest Capital Markets Ltd,BSE,500069.BO,X,INE418C01012,None,265.2,INE418C01012
500248,Krishna Filament Industries Ltd,BSE,500248.BO,X,INE073A01019,None,4.46,INE073A01019
500220,Jasch Industries Ltd,BSE,500220.BO,X,INE711C01028,None,158.67,INE711C01028
500239,KG Denim Ltd,BSE,500239.BO,X,INE104A01012,None,40.35,INE104A01012
500240,Kinetic Engineering Ltd,BSE,500240.BO,X,INE266B01017,None,537.77,INE266B01017
500270,Baroda Rayon Corporation Ltd,BSE,500270.BO,X,INE461A01024,None,291.43,INE461A01024
500213,International Travel House Ltd-$,BSE,500213.BO,X,INE262B01016,None,239.8,INE262B01016
500166,Goodricke Group Ltd,BSE,500166.BO,X,INE300A01016,None,380.92,INE300A01016
500170,GTN Industries Ltd,BSE,500170.BO,X,INE537A01013,None,41.76,INE537A01013
500192,Prag Bosimi Synthetics Ltd,BSE,500192.BO,X,INE962B01011,None,12.87,INE962B01011
500202,India Lease Development Ltd,BSE,500202.BO,X,INE333C01013,None,11.77,INE333C01013
500206,Margo Finance Ltd,BSE,500206.BO,X,INE680B01019,None,29.16,INE680B01019
501479,Springform Technology Ltd,BSE,501479.BO,P,INE02ZA01012,None,11.13,INE02ZA01012
507946,Kiduja India Ltd,BSE,507946.BO,X,INE845A01028,None,38.06,INE845A01028
506365,Star Source Multi Trade Ltd,BSE,506365.BO,X,INE320M01019,None,17.09,INE320M01019
506186,Galaxy Supermarket Ltd-$,BSE,506186.BO,X,INE403B01016,None,90.94,INE403B01016
506166,Apis India Ltd,BSE,506166.BO,X,INE070K01014,None,852.0,INE070K01014
506520,Jayshree Chemicals Ltd,BSE,506520.BO,X,INE693E01016,None,20.24,INE693E01016
506530,Kemp & Company Ltd,BSE,506530.BO,X,INE060E01018,None,114.19,INE060E01018
506543,MP Agro Industries Ltd,BSE,506543.BO,X,INE468C01017,None,6.98,INE468C01017
506579,AG Ventures Ltd-$,BSE,506579.BO,X,INE321D01016,None,120.83,INE321D01016
506597,Amal Ltd,BSE,506597.BO,B,INE841D01013,None,668.02,INE841D01013
506605,Polychem Ltd,BSE,506605.BO,X,INE752B01024,None,75.56,INE752B01024
506162,Terraform Magnum Ltd,BSE,506162.BO,P,INE122V01010,None,,INE122V01010
506128,Parnax Lab Ltd,BSE,506128.BO,X,INE383L01019,None,152.76,INE383L01019
505690,Brady & Morris Engineering Company Ltd,BSE,505690.BO,X,INE856A01017,None,185.83,INE856A01017
505693,La Tim Metal & Industries Ltd,BSE,505693.BO,X,INE501N01020,None,112.86,INE501N01020
505712,Him Teknoforge Ltd,BSE,505712.BO,X,INE705G01021,None,212.15,INE705G01021
505720,Hercules Investments Ltd,BSE,505720.BO,X,INE688E01024,None,393.28,INE688E01024
505737,International Combustion India Ltd,BSE,505737.BO,X,INE403C01014,None,114.52,INE403C01014
505750,Josts Engineering Company Ltd,BSE,505750.BO,X,INE636D01041,None,297.44,INE636D01041
506120,Alna Trading & Exports Ltd,BSE,506120.BO,P,INE07I701011,None,0.58,INE07I701011
505807,Rolcon Engineering Company Ltd,BSE,505807.BO,P,INE775R01013,None,41.01,INE775R01013
505827,SNL Bearings Ltd,BSE,505827.BO,X,INE568F01017,None,140.27,INE568F01017
505840,Jaipan Industries Ltd,BSE,505840.BO,X,INE058D01030,None,15.89,INE058D01030
505893,Hindustan Hardy Ltd,BSE,505893.BO,X,INE724D01011,None,119.4,INE724D01011
505978,Triton Valves Ltd,BSE,505978.BO,X,INE440G01017,None,528.6,INE440G01017
506003,Sudal Industries Ltd,BSE,506003.BO,X,INE618D01015,None,32.56,INE618D01015
506105,Stanrose Mafatlal Investments & Finance Ltd,BSE,506105.BO,X,INE441L01015,None,26.18,INE441L01015
501700,IndiaNivesh Ltd,BSE,501700.BO,X,INE131H01028,None,28.58,INE131H01028
507759,Lime Chemicals Ltd,BSE,507759.BO,X,INE891G01011,None,9.24,INE891G01011
507753,TGV Sraac Ltd,BSE,507753.BO,B,INE284B01028,None,1171.03,INE284B01028
506734,Mysore Petro Chemicals Ltd-$,BSE,506734.BO,X,INE741A01011,None,65.23,INE741A01011
507690,Orient Beverages Ltd,BSE,507690.BO,X,INE247F01018,None,39.91,INE247F01018
507663,Signature Green Corporation Ltd,BSE,507663.BO,X,INE131O01024,None,1.55,INE131O01024
507645,Polson Ltd,BSE,507645.BO,X,INE339F01021,None,146.75,INE339F01021
507621,Milkfood Ltd,BSE,507621.BO,X,INE588G01021,None,168.31,INE588G01021
507609,Olympic Oil Industries Ltd,BSE,507609.BO,X,INE286E01019,None,6.44,INE286E01019
507808,United Leasing & Industries Ltd,BSE,507808.BO,P,INE357P01014,None,10.26,INE357P01014
507813,National Oxygen Ltd,BSE,507813.BO,X,INE296D01010,None,34.57,INE296D01010
507817,Wires & Fabriks SA Ltd,BSE,507817.BO,X,INE469D01013,None,45.16,INE469D01013
507828,Ansal Housing Ltd-$,BSE,507828.BO,X,INE880B01015,None,46.93,INE880B01015
507833,Computer Point Ltd,BSE,507833.BO,X,INE607B01012,None,12.09,INE607B01012
507852,Addi Industries Ltd-$,BSE,507852.BO,X,INE757C01021,None,103.59,INE757C01021
507872,Ashnoor Textile Mills Ltd,BSE,507872.BO,X,INE372I01018,None,60.56,INE372I01018
507912,Gyftr Ltd,BSE,507912.BO,B,INE724A01017,None,1357.2,INE724A01017
507917,East Buildtech Ltd,BSE,507917.BO,X,INE706N01017,None,11.69,INE706N01017
507938,Manipal Finance Corporation Ltd,BSE,507938.BO,P,INE798E01013,None,19.27,INE798E01013
507598,Kovilpatti Lakshmi Roller Flour Mills Ltd,BSE,507598.BO,X,INE014E01015,None,85.08,INE014E01015
507180,Kesar Enterprises Ltd-$,BSE,507180.BO,X,INE133B01027,None,60.88,INE133B01027
506808,Tuticorin Alkali Chemicals And Fertilizers Ltd,BSE,506808.BO,X,INE400A01014,None,661.2,INE400A01014
506854,TANFAC Industries Ltd-$,BSE,506854.BO,B,INE639B01023,None,3825.51,INE639B01023
506858,Gujarat Petrosynthese Ltd,BSE,506858.BO,X,INE636P01011,None,33.43,INE636P01011
506919,Makers Laboratories Ltd-$,BSE,506919.BO,X,INE987A01010,None,83.87,INE987A01010
506935,Continental Chemicals Ltd,BSE,506935.BO,X,INE423K01015,None,14.39,INE423K01015
506945,Indo Gulf Industries Ltd,BSE,506945.BO,P,INE684U01011,None,2.48,INE684U01011
506975,Rajasthan Petro Synthetics Ltd,BSE,506975.BO,P,INE374C01017,None,12.45,INE374C01017
506981,Bluechip Tex Industries Ltd,BSE,506981.BO,X,INE472D01017,None,23.84,INE472D01017
507155,Jagatjit Industries Ltd,BSE,507155.BO,X,INE574A01016,None,598.92,INE574A01016
507543,Coromandel Agro Products & Oils Ltd,BSE,507543.BO,P,INE495D01018,None,0.2,INE495D01018
507265,Emerald Leisures Ltd,BSE,507265.BO,X,INE044N01021,None,255.09,INE044N01021
507300,The Ravalgaon Sugar Farm Ltd,BSE,507300.BO,X,INE615A01025,None,32.24,INE615A01025
507474,Kothari Fermentation & Biochem Ltd,BSE,507474.BO,X,INE991B01010,None,62.1,INE991B01010
507486,Caprolactam Chemicals Ltd,BSE,507486.BO,X,INE470N01010,None,22.54,INE470N01010
507498,Piccadily Sugar & Allied Industries Ltd,BSE,507498.BO,X,INE544C01023,None,88.74,INE544C01023
507515,CJ Gelatine Products Ltd,BSE,507515.BO,X,INE557D01015,None,11.65,INE557D01015
507530,Thakkers Group Ltd,BSE,507530.BO,X,INE04VT01017,None,4.45,INE04VT01017
505685,Taparia Tools Ltd,BSE,505685.BO,X,INE614R01014,None,42.03,INE614R01014
505650,Skyline Millars Ltd,BSE,505650.BO,X,INE178E01026,None,66.65,INE178E01026
503624,Svaraj Trading & Agencies Ltd,BSE,503624.BO,X,INE406N01014,None,12.32,INE406N01014
503772,Modella Woollens Ltd,BSE,503772.BO,X,INE380D01012,None,4.7,INE380D01012
503675,Wagend Infra Venture Ltd,BSE,503675.BO,X,INE786K01023,None,5.23,INE786K01023
503657,Veer Energy & Infrastructure Ltd,BSE,503657.BO,X,INE255E01030,None,18.85,INE255E01030
503626,Manglam Global Corporations Ltd,BSE,503626.BO,X,INE733N01011,None,14.03,INE733N01011
503349,Victoria Mills Ltd,BSE,503349.BO,X,INE203D01016,None,52.52,INE203D01016
503229,Simplex Realty Ltd,BSE,503229.BO,X,INE167H01014,None,40.02,INE167H01014
503127,Raja Bahadur International Ltd,BSE,503127.BO,X,INE491N01016,None,131.33,INE491N01016
503804,Shri Dinesh Mills Ltd-$,BSE,503804.BO,X,INE204C01024,None,172.55,INE204C01024
503816,Swadeshi Polytex Ltd,BSE,503816.BO,X,INE243N01029,None,138.76,INE243N01029
503837,Shree Rajasthan Syntex Ltd-$,BSE,503837.BO,X,INE796C01011,None,69.82,INE796C01011
503863,Shree Manufacturing Company Ltd,BSE,503863.BO,X,INE632A01012,None,11.04,INE632A01012
504028,GEE Ltd,BSE,504028.BO,X,INE064H01021,None,441.44,INE064H01021
504076,Jyoti Ltd-$,BSE,504076.BO,X,INE511D01012,None,100.6,INE511D01012
504080,JSL Industries Ltd,BSE,504080.BO,X,INE581L01018,None,117.39,INE581L01018
504084,Kaycee Industries Ltd,BSE,504084.BO,X,INE813G01023,None,266.76,INE813G01023
504092,Indokem Ltd,BSE,504092.BO,B,INE716F01012,None,1391.62,INE716F01012
504093,Panasonic Energy India Company Ltd-$,BSE,504093.BO,X,INE795A01017,None,214.35,INE795A01017
503092,Pasupati Spinning & Weaving Mills Ltd,BSE,503092.BO,X,INE909B01020,None,25.86,INE909B01020
501833,Chowgule Steamships Ltd,BSE,501833.BO,X,INE490A01015,None,77.41,INE490A01015
501848,Garware Offshore Services Ltd-$,BSE,501848.BO,X,INE446C01013,None,139.45,INE446C01013
502015,ASI Industries Ltd,BSE,502015.BO,X,INE443A01030,None,216.18,INE443A01030
502281,Triveni Glass Ltd-$,BSE,502281.BO,X,INE094C01011,None,8.33,INE094C01011
502294,Nilachal Refractories Ltd,BSE,502294.BO,X,INE416N01013,None,88.57,INE416N01013
502445,Citadel Realty and Developers Ltd,BSE,502445.BO,X,INE906D01014,None,35.01,INE906D01014
502587,Nath Industries Ltd,BSE,502587.BO,X,INE777A01023,None,93.39,INE777A01023
502589,Vapi Enterprise Ltd,BSE,502589.BO,X,INE464D01014,None,21.69,INE464D01014
502850,Gaekwar Mills Ltd,BSE,502850.BO,X,INE837X01027,None,3.01,INE837X01027
502865,Forbes & Company Ltd-$,BSE,502865.BO,X,INE518A01013,None,411.27,INE518A01013
502873,HP Cotton Textile Mills Ltd,BSE,502873.BO,X,INE950C01014,None,39.4,INE950C01014
502893,United Interactive Ltd,BSE,502893.BO,X,INE706D01018,None,13.73,INE706D01018
502901,Jamshri Realty Ltd-$,BSE,502901.BO,X,INE462D01034,None,55.36,INE462D01034
502933,Katare Spinning Mills Ltd,BSE,502933.BO,X,INE498G01015,None,28.22,INE498G01015
502958,Lakshmi Mills Company Ltd-$,BSE,502958.BO,X,INE938C01019,None,502.73,INE938C01019
504132,Permanent Magnets Ltd-$,BSE,504132.BO,X,INE418E01018,None,698.67,INE418E01018
504176,High Energy Batteries India Ltd,BSE,504176.BO,X,INE783E01023,None,456.04,INE783E01023
505299,KPT Industries Ltd,BSE,505299.BO,X,INE731D01024,None,155.38,INE731D01024
505036,Automobile Corporation of Goa Ltd-$,BSE,505036.BO,B,INE451C01013,None,1347.66,INE451C01013
505212,Jainex Aamcol Ltd,BSE,505212.BO,X,INE280F01019,None,26.93,INE280F01019
505216,Alfred Herbert India Ltd,BSE,505216.BO,X,INE782D01027,None,203.8,INE782D01027
505250,G. G. Dandekar Properties Ltd,BSE,505250.BO,X,INE631D01026,None,29.91,INE631D01026
505302,Lakshmi Engineering And Warehousing Ltd,BSE,505302.BO,X,INE718M01022,None,157.29,INE718M01022
505343,Monotype India Ltd,BSE,505343.BO,X,INE811D01024,None,28.12,INE811D01024
505504,GHV Infra Projects Ltd,BSE,505504.BO,X,INE809Q01020,None,1543.85,INE809Q01020
505515,Shyamkamal Investments Ltd,BSE,505515.BO,X,INE203N01015,None,34.55,INE203N01015
505523,Maharashtra Corporation Ltd,BSE,505523.BO,X,INE272E01027,None,21.73,INE272E01027
505585,Kovalam Investment & Trading Company Ltd,BSE,505585.BO,X,INE735U01011,None,3.14,INE735U01011
504998,Western Ministil Ltd,BSE,504998.BO,P,INE187U01015,None,0.34,INE187U01015
504180,Standard Batteries Ltd,BSE,504180.BO,X,INE502C01039,None,25.89,INE502C01039
504240,Delton Cables Ltd,BSE,504240.BO,X,INE872E01016,None,350.65,INE872E01016
504258,Lakshmi Electrical Control Systems Ltd,BSE,504258.BO,X,INE284C01018,None,184.5,INE284C01018
504340,Longspur International Ventures Ltd,BSE,504340.BO,X,INE180M01033,None,9.86,INE180M01033
504369,Grandma Trading & Agencies Ltd,BSE,504369.BO,X,INE927M01029,None,5.62,INE927M01029
504375,IDream Film Infrastructure Company Ltd,BSE,504375.BO,P,INE459E01012,None,5.1,INE459E01012
504378,Nyssa Corporation Ltd,BSE,504378.BO,X,INE812K01027,None,7.59,INE812K01027
504380,Flomic Global Logistics Ltd,BSE,504380.BO,X,INE952M01019,None,91.17,INE952M01019
504392,Krishna Ventures Ltd,BSE,504392.BO,X,INE537L01010,None,27.16,INE537L01010
504605,Uni Abex Alloy Products Ltd,BSE,504605.BO,X,INE361D01012,None,892.09,INE361D01012
504646,Bhagwati Autocast Ltd,BSE,504646.BO,X,INE106G01014,None,142.62,INE106G01014
504988,Welcast Steels Ltd,BSE,504988.BO,X,INE380G01015,None,44.74,INE380G01015
504648,Bombay Wire Ropes Ltd,BSE,504648.BO,X,INE089T01023,None,26.54,INE089T01023
504731,Azad India Mobility Ltd,BSE,504731.BO,X,INE566M01017,None,565.39,INE566M01017
504746,Indian Link Chain Manufacturers Ltd,BSE,504746.BO,X,INE359D01024,None,240.94,INE359D01024
504810,Informed Technologies India Ltd,BSE,504810.BO,X,INE123E01014,None,35.23,INE123E01014
504840,Kaira Can Company Ltd,BSE,504840.BO,X,INE375D01012,None,126.36,INE375D01012
504903,Rathi Steel & Power Ltd-$,BSE,504903.BO,X,INE336C01016,None,163.31,INE336C01016
504908,Duncan Engineering Ltd-$,BSE,504908.BO,X,INE340F01011,None,139.75,INE340F01011
504959,Stovec Industries Ltd,BSE,504959.BO,X,INE755D01015,None,351.56,INE755D01015
522134,Artson Ltd,BSE,522134.BO,X,INE133D01023,None,572.63,INE133D01023
522152,Solitaire Machine Tools Ltd,BSE,522152.BO,X,INE410A01013,None,43.47,INE410A01013
531739,Gennex Laboratories Ltd,BSE,531739.BO,X,INE509C01026,None,237.91,INE509C01026
531758,GK Consultants Ltd,BSE,531758.BO,X,INE131D01019,None,16.46,INE131D01019
531752,Biogen Pharmachem Industries Ltd,BSE,531752.BO,X,INE703D01023,None,37.91,INE703D01023
531744,Gini Silk Mills Ltd-$,BSE,531744.BO,X,INE548B01018,None,29.92,INE548B01018
531743,Hira Automobiles Ltd,BSE,531743.BO,P,INE258Z01013,None,56.17,INE258Z01013
531737,Greencrest Financial Services Ltd,BSE,531737.BO,X,INE414C01045,None,18.28,INE414C01045
531859,Oriental Rail Infrastructure Ltd,BSE,531859.BO,B,INE457G01029,None,910.66,INE457G01029
531735,Prism Finance Ltd,BSE,531735.BO,P,INE429Q01019,None,17.52,INE429Q01019
531726,Panchsheel Organics Ltd,BSE,531726.BO,X,INE316G01019,None,164.52,INE316G01019
531762,Unjha Formulations Ltd,BSE,531762.BO,X,INE576D01015,None,8.94,INE576D01015
531771,Shraddha Prime Projects Ltd,BSE,531771.BO,X,INE311M01018,None,653.69,INE311M01018
531778,Kachchh Minerals Ltd,BSE,531778.BO,X,INE059E01010,None,16.04,INE059E01010
531779,Padmanabh Alloys & Polymers Ltd,BSE,531779.BO,X,INE630U01014,None,8.68,INE630U01014
531784,KCL Infra Projects Ltd,BSE,531784.BO,X,INE469F01026,None,21.28,INE469F01026
531802,Prerna Infrabuild Ltd,BSE,531802.BO,X,INE426H01014,None,95.77,INE426H01014
531810,Metal Coatings India Ltd,BSE,531810.BO,X,INE161E01014,None,40.13,INE161E01014
531812,SGN Telecoms Ltd,BSE,531812.BO,X,INE266C01023,None,4.85,INE266C01023
531813,Ganga Papers India Ltd,BSE,531813.BO,X,INE278O01015,None,69.16,INE278O01015
531814,Tirupati Sarjan Ltd,BSE,531814.BO,X,INE297J01023,None,29.53,INE297J01023
531822,Rodium Realty Ltd,BSE,531822.BO,X,INE513E01024,None,58.22,INE513E01024
531840,IEC Education Ltd,BSE,531840.BO,X,INE172B01017,None,38.07,INE172B01017
531846,Trinity League India Ltd,BSE,531846.BO,X,INE884X01011,None,9.22,INE884X01011
531694,Rainbow Foundations Ltd,BSE,531694.BO,X,INE230F01014,None,198.12,INE230F01014
531692,Khyati Multimedia Entertainment Ltd,BSE,531692.BO,X,INE593B01030,None,3.54,INE593B01030
531688,Prithvi Exchange (India) Ltd,BSE,531688.BO,X,INE621B01021,None,91.57,INE621B01021
531568,Ashutosh Paper Mills Ltd,BSE,531568.BO,X,INE723K01018,None,3.92,INE723K01018
531569,Sanjivani Paranteral Ltd,BSE,531569.BO,X,INE860D01013,None,184.26,INE860D01013
531578,KMF Builders & Developers Ltd,BSE,531578.BO,X,INE580H01026,None,7.74,INE580H01026
531583,Rap Corp Ltd,BSE,531583.BO,X,INE483D01014,None,22.82,INE483D01014
531585,Devine Impex Ltd,BSE,531585.BO,X,INE455C01014,None,7.86,INE455C01014
531591,Bampsl Securities Ltd,BSE,531591.BO,X,INE802A01037,None,60.7,INE802A01037
531592,Genpharmasec Ltd,BSE,531592.BO,X,INE861N01036,None,61.46,INE861N01036
531594,Incon Engineers Ltd,BSE,531594.BO,X,INE507D01010,None,6.49,INE507D01010
531600,Gogia Capital Growth Ltd,BSE,531600.BO,X,INE832C01014,None,33.5,INE832C01014
531609,KG Petrochem Ltd,BSE,531609.BO,X,INE902G01016,None,91.79,INE902G01016
531613,Meyer Apparel Ltd,BSE,531613.BO,X,INE100C01024,None,16.26,INE100C01024
531616,Starcom Information Technology Ltd,BSE,531616.BO,X,INE347I01010,None,26.5,INE347I01010
531626,Orosil Smiths India Ltd-$,BSE,531626.BO,X,INE628B01034,None,25.82,INE628B01034
531681,Amerise Biosciences Ltd,BSE,531681.BO,X,INE673C01020,None,4.49,INE673C01020
531635,Silver Oak India Ltd,BSE,531635.BO,X,INE870J01019,None,30.09,INE870J01019
531640,Suvidha Infraestate Corporation Ltd,BSE,531640.BO,P,INE936N01010,None,12.31,INE936N01010
531644,Tokyo Finance Ltd,BSE,531644.BO,X,INE546D01018,None,13.44,INE546D01018
531652,UVS Hospitality And Services Ltd,BSE,531652.BO,X,INE528C01018,None,351.5,INE528C01018
531658,Abate As Industries Ltd,BSE,531658.BO,X,INE454E01013,None,167.22,INE454E01013
531661,Hittco Tools Ltd,BSE,531661.BO,X,INE863C01019,None,6.47,INE863C01019
531667,RR MetalMakers India Ltd,BSE,531667.BO,X,INE117K01013,None,36.7,INE117K01013
531668,Vision Corporation Ltd,BSE,531668.BO,X,INE661D01015,None,5.15,INE661D01015
531673,Anka India Ltd,BSE,531673.BO,X,INE067C01025,None,107.16,INE067C01025
531680,Mayur Leather Products Ltd,BSE,531680.BO,X,INE799E01011,None,8.7,INE799E01011
531861,Joindre Capital Services Ltd,BSE,531861.BO,X,INE024B01010,None,68.97,INE024B01010
532159,Trescon Ltd,BSE,532159.BO,X,INE088D01011,None,65.77,INE088D01011
532070,Gujjubhai Industries Ltd,BSE,532070.BO,X,INE311N01016,None,292.79,INE311N01016
532057,Abhinav Capital Services Ltd,BSE,532057.BO,X,INE516F01016,None,76.97,INE516F01016
532056,Trustedge Capital Ltd,BSE,532056.BO,X,INE398H01015,None,134.73,INE398H01015
532053,Wallfort Financial Services Ltd,BSE,532053.BO,X,INE121B01014,None,74.05,INE121B01014
532042,Frontline Corporation Ltd,BSE,532042.BO,X,INE092D01013,None,16.58,INE092D01013
